FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a8,4207,6128,Glendale East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,8,3,201,4954 9551,glendalee-p.school@det.nsw.edu.au,4956 6248,Lake Macquarie (C),Wallsend,Hunter,8 Margot Ave,Glendale ,2285,-32.9276,151.6544,POINT (-32.92756652832031 151.65440368652344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a7,4208,8972,Fennell Bay Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,11,7,148,4959 2264,fennellbay-p.School@det.nsw.edu.au,4950 4439,Lake Macquarie (C),Lake Macquarie,Hunter,Bay Rd,Fennell Bay ,2283,-32.9917,151.6019,POINT (-32.99174880981445 151.60186767578125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a6,4209,10526,Temora West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,1,135,6977 1889,temorawest-p.School@det.nsw.edu.au,6977 1376,Temora (A),Cootamundra,Riverina,Truskett St,Temora ,2666,-34.4513,147.5235,POINT (-34.45130157470703 147.52352905273438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a5,4210,8542,Mount Pritchard East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,12,3,229,9602 6453,mtpritche-p.School@det.nsw.edu.au,9821 1473,Fairfield (C),Cabramatta,Fowler,Townview Rd,Mount Pritchard ,2170,-33.9051,150.912,POINT (-33.90509796142578 150.91204833984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a4,4212,15298,Quakers Hill East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,31,4,673,9626 9264,quakershie-p.School@det.nsw.edu.au,9837 1158,Blacktown (C),Riverstone,Greenway,14 Chase Drive,Acacia Gardens ,2763,-33.7325,150.9144,POINT (-33.73248291015625 150.9143524169922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a3,4214,10550,Narrandera East Infants School,Infants School,Comprehensive,Kinder to Year 2,N,Coed,4,2,67,6959 1858,narrandere-p.School@det.nsw.edu.au,6959 1756,Narrandera (A),Cootamundra,Farrer,Elizabeth St,Narrandera ,2700,-34.7503,146.5658,POINT (-34.75027847290039 146.5657958984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a2,4215,10485,Mount Austin Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,6,243,6925 2481,mtaustin-p.School@det.nsw.edu.au,6925 3974,Wagga Wagga (C),Wagga Wagga,Riverina,Bourke St,Mount Austin ,2650,-35.1356,147.3512,POINT (-35.1356201171875 147.35122680664062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a1,4217,8555,Banksia Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,29,4,445,9707 3423,banksiard-p.School@det.nsw.edu.au,9790 5607,Bankstown (C),Lakemba,Watson,65 Banksia Rd,Greenacre ,2190,-33.9069,151.0501,POINT (-33.906898498535156 151.05010986328125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a0,4218,8677,Gosford East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,7,336,4325 2178,gosfordest-p.school@det.nsw.edu.au,4323 6930,Gosford (C),Gosford,Robertson,Cnr York & Webb Sts,East Gosford,2250,-33.4376,151.3489,POINT (-33.437557220458984 151.348876953125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619f,4221,8661,Loftus Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,7,460,9521 1066,loftus-p.School@det.nsw.edu.au,9545 3459,Sutherland Shire (A),Heathcote,Hughes,Tenth Ave,Loftus ,2232,-34.047,151.0489,POINT (-34.04697799682617 151.04888916015625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619e,4222,7803,Darcy Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,31,4,593,9631 3067,darcyroad-p.School@det.nsw.edu.au,9896 3372,Parramatta (C),Seven Hills,Parramatta,98A Darcy Road,Wentworthville,2145,-33.802,150.966,POINT (-33.80195236206055 150.9659881591797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619d,4225,9502,Tulloona Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,-1,-1,-1,6754 7160,tulloona-p.School@det.nsw.edu.au,6754 7180,Moree Plains (A),Northern Tablelands,Parkes,Limebon Road ,Tulloona,2400,-28.8689,150.1013,POINT (-28.868871688842773 150.10130310058594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619c,4228,9498,Bullarah Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,1,16,6753 3111,bullarah-p.School@det.nsw.edu.au,6753 3103,Moree Plains (A),Northern Tablelands,Parkes,6915 Gwydir Highway,Bullarah,2400,-29.4709,149.2289,POINT (-29.470905303955078 149.22891235351562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619b,4230,8653,Laguna Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,5,429,9524 3752,lagunastr-p.School@det.nsw.edu.au,9540 3031,Sutherland Shire (A),Cronulla,Cook,204 Caringbah Road,Caringbah ,2229,-34.0463,151.1129,POINT (-34.04634094238281 151.11285400390625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-619a,4232,11113,Morgan Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,3,344,08 8087 5155,morganst-p.School@det.nsw.edu.au,08 8087 3729,Broken Hill (C),Barwon,Parkes,482 Morgan St,Broken Hill ,2880,-31.9415,141.4608,POINT (-31.941471099853516 141.46080017089844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6199,4233,11114,Railway Town Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,3,135,08 8087 3008,railwaytow-p.School@det.nsw.edu.au,08 8087 7491,Broken Hill (C),Barwon,Parkes,Wills St,Broken Hill ,2880,-31.9706,141.44,POINT (-31.97061538696289 141.43997192382812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6198,4241,7702,Cromer Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,37,7,788,9971 0499,cromer-p.School@det.nsw.edu.au,9971 4635,Warringah (A),Wakehurst,Mackellar,Carcoola Rd,Cromer ,2099,-33.738,151.2747,POINT (-33.73801040649414 151.274658203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6197,4246,10169,Illaroo Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,27,6,536,4421 0422,illaroo-p.School@det.nsw.edu.au,4423 2728,Shoalhaven (C),Kiama,Gilmore,103 Illaroo Road,North Nowra,2541,-34.8591,150.59,POINT (-34.85906219482422 150.5900115966797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6196,4248,7826,Vardys Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,22,4,459,9624 3051,vardysroad-p.School@det.nsw.edu.au,9838 7048,Blacktown (C),Seven Hills,Greenway,Vardys Rd,Seven Hills ,2147,-33.7571,150.9428,POINT (-33.75714874267578 150.94276428222656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6195,4249,7700,Wheeler Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,28,6,522,9971 8352,wheelerhts-p.School@det.nsw.edu.au,9982 5617,Warringah (A),Wakehurst,Mackellar,Veterans Pde,Collaroy Plateau ,2097,-33.7278,151.2848,POINT (-33.72779083251953 151.28475952148438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6194,4250,5315,Randwick Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,42,5,841,9398 6022,randwick-p.School@det.nsw.edu.au,9399 8907,Randwick (C),Coogee,Kingsford Smith,Cowper St,Randwick ,2031,-33.9106,151.2417,POINT (-33.91064453125 151.24171447753906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6193,4256,10170,Nowra East Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,20,11,344,4421 3539,nowraeast-p.School@det.nsw.edu.au,4423 2686,Shoalhaven (C),South Coast,Gilmore,Jervis St,Nowra East ,2541,-34.8824,150.6077,POINT (-34.882442474365234 150.60772705078125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6192,4257,7737,Ryde East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,4,471,9878 3681,rydeeast-p.School@det.nsw.edu.au,9878 6029,Ryde (C),Lane Cove,Bennelong,12 Twin Rd,North Ryde ,2113,-33.8071,151.1259,POINT (-33.8071403503418 151.12586975097656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6191,4258,7833,Lynwood Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,4,291,9622 2659,lynwoodpk-p.School@det.nsw.edu.au,9831 6727,Blacktown (C),Blacktown,Greenway,87 Turner Street,Blacktown,2148,-33.7544,150.9264,POINT (-33.75440979003906 150.92637634277344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6190,4259,8658,Burraneer Bay Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,31,5,679,9523 4869,burraneerb-p.School@det.nsw.edu.au,9544 1426,Sutherland Shire (A),Cronulla,Cook,161-165 Burraneer Bay Rd,Cronulla ,2230,-34.051,151.1328,POINT (-34.051025390625 151.13278198242188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618f,4262,9499,Mallawa Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,11,6753 9520,mallawa-p.School@det.nsw.edu.au,6753 9526,Moree Plains (A),Northern Tablelands,Parkes,Combadello-Poison Gate Rd,Moree ,2400,-29.6455,149.4392,POINT (-29.64547348022461 149.43917846679688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618e,4263,9188,Tarro Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,7,5,140,4966 1255,tarro-p.school@det.nsw.edu.au,4964 1154,Newcastle (C),Wallsend,Paterson,Eastern Ave,Tarro ,2322,-32.8106,151.6647,POINT (-32.81060791015625 151.6647491455078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618d,4266,10039,Lakelands Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,3,299,4261 1540,lakelands-p.School@det.nsw.edu.au,4262 2047,Wollongong (C),Shellharbour,Whitlam,Lakelands Drive,Dapto ,2530,-34.505,150.7956,POINT (-34.505001068115234 150.7956085205078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618c,4268,10541,Griffith East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,25,7,528,6962 1804,griffithe-p.School@det.nsw.edu.au,6964 1450,Griffith (C),Murray,Farrer,Wakaden St,Griffith ,2680,-34.2861,146.0618,POINT (-34.28614044189453 146.06179809570312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618b,4270,10455,Khancoban Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,1,19,6076 9445,khancoban-p.School@det.nsw.edu.au,6076 9501,Tumbarumba (A),Albury,Eden-Monaro,21 Mitchell Ave,Khancoban ,2642,-36.2141,148.1311,POINT (-36.21405029296875 148.1311492919922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-618a,4274,6133,Hornsby Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,20,4,424,9476 5133,hornsbyhts-p.School@det.nsw.edu.au,9482 2526,Hornsby (A),Hornsby,Berowra,Somerville Rd,Hornsby ,2077,-33.6701,151.098,POINT (-33.67011260986328 151.09799194335938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6189,4275,7761,Normanhurst West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,23,4,479,9484 4252,normanhurw-p.School@det.nsw.edu.au,9484 7354,Hornsby (A),Hornsby,Berowra,Dartford Rd,Thornleigh ,2120,-33.7211,151.0884,POINT (-33.72106170654297 151.08843994140625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6188,4276,7766,Thornleigh West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,28,4,552,9484 4242,thornleigw-p.School@det.nsw.edu.au,9481 9471,Hornsby (A),Hornsby,Berowra,Giblett Ave,Thornleigh ,2120,-33.7239,151.0722,POINT (-33.7238655090332 151.07215881347656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6187,4277,10200,Campbelltown East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,24,8,260,4626 2022,campbellte-p.School@det.nsw.edu.au,4628 1727,Campbelltown (C),Campbelltown,Macarthur,Waminda Ave,Campbelltown ,2560,-34.0723,150.8318,POINT (-34.07229995727539 150.83175659179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6186,4278,8540,Marsden Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,36,4,670,9602 5579,marsdenrd-p.School@det.nsw.edu.au,9821 1067,Liverpool (C),Liverpool,Fowler,Marsden Rd,Liverpool ,2170,-33.9165,150.9128,POINT (-33.9164924621582 150.912841796875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6185,4279,10775,St Marys South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,3,320,9623 1745,stmarysth-p.School@det.nsw.edu.au,9833 1287,Penrith (C),Londonderry,Lindsay,96 Monfarville St,St Marys ,2760,-33.7801,150.7764,POINT (-33.780052185058594 150.77638244628906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6184,4281,10624,Deniliquin North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,3,143,03 5881 1042,deniliquin-p.School@det.nsw.edu.au,03 5881 5086,Deniliquin (A),Murray,Farrer,Victoria St,Deniliquin ,2710,-35.5252,144.9817,POINT (-35.52516555786133 144.98165893554688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6183,4282,7834,Marayong Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,5,304,9622 4776,marayonght-p.School@det.nsw.edu.au,9831 3571,Blacktown (C),Blacktown,Chifley,Guerie St,Marayong,2148,-33.7427,150.8964,POINT (-33.74266815185547 150.89642333984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6182,4283,5496,West Pymble Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,4,318,9144 7584,westpymble-p.School@det.nsw.edu.au,9988 3875,Ku-ring-gai (A),Ku-ring-gai,Bradfield,Apollo Ave,West Pymble ,2073,-33.7639,151.1244,POINT (-33.763938903808594 151.12440490722656)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6181,4285,10770,Bennett Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,28,8,518,9623 2018,bennettrd-p.School@det.nsw.edu.au,9833 1037,Penrith (C),Londonderry,Lindsay,100-114 Bennett Rd,Colyton ,2760,-33.7835,150.7925,POINT (-33.78350067138672 150.79246520996094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6180,4286,10221,Camden South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,35,8,782,4655 2633,camdensth-p.School@det.nsw.edu.au,4655 3267,Camden (A),Camden,Hume,Hume Hwy,Camden ,2570,-34.0697,150.6956,POINT (-34.069740295410156 150.6956329345703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617f,4288,8549,Holsworthy Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,28,5,677,9825 1479,holsworthy-p.School@det.nsw.edu.au,9825 2860,Liverpool (C),Holsworthy,Hughes,Infantry Pde,Holsworthy,2173,-33.9563,150.9534,POINT (-33.95634078979492 150.95335388183594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617e,4289,8539,Lurnea Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,26,11,444,9607 7002,lurnea-p.School@det.nsw.edu.au,9608 4938,Liverpool (C),Holsworthy,Werriwa,West & Reilly Sts,Lurnea ,2170,-33.9321,150.8919,POINT (-33.93208312988281 150.8919219970703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617d,4290,10815,Mount Druitt Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,34,7,517,9625 9036,mtdruitt-p.School@det.nsw.edu.au,9832 2453,Blacktown (C),Londonderry,Chifley,Belmore Ave,Mount Druitt ,2770,-33.764,150.8125,POINT (-33.76398468017578 150.81251525878906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617c,4291,10032,Balarang Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,6,349,4256 1846,balarang-p.School@det.nsw.edu.au,4257 1441,Shellharbour (C),Shellharbour,Whitlam,Government Rd,Oak Flats ,2529,-34.5598,150.8311,POINT (-34.55976104736328 150.83111572265625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617b,4292,4926,Engadine West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,38,6,758,9520 8134,engadinew-p.School@det.nsw.edu.au,9520 5314,Sutherland Shire (A),Heathcote,Hughes,Woronora Rd,Engadine ,2233,-34.0595,151.0026,POINT (-34.05952072143555 151.0025634765625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-617a,4293,6135,St Ives North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,32,6,854,9144 7743,stivesnth-p.school@det.nsw.edu.au,9983 9335,Ku-ring-gai (A),Davidson,Bradfield,87 Memorial Ave,St Ives ,2075,-33.7187,151.1636,POINT (-33.71867370605469 151.16363525390625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6179,4294,7757,Roselea Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,20,6,329,9871 1324,roselea-p.school@det.nsw.edu.au,9871 2152,Hornsby (A),Epping,Bennelong,North Rocks Rd,Carlingford ,2118,-33.7653,151.0525,POINT (-33.7652587890625 151.05252075195312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6178,4296,9996,Woonona East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,4,247,4284 1472,woononaest-p.School@det.nsw.edu.au,4283 2507,Wollongong (C),Keira,Cunningham,19 Corinda Roa,Woonona,2517,-34.3523,150.9155,POINT (-34.35226058959961 150.9154510498047)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6177,4298,4408,Yarrawarrah Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,3,269,9520 0792,yarrawarra-p.School@det.nsw.edu.au,9548 1187,Sutherland Shire (A),Heathcote,Hughes,Old Bush Rd,Engadine ,2233,-34.0566,151.0261,POINT (-34.056575775146484 151.02613830566406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6176,4299,7566,Chifley Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,5,196,9661 3014,chifley-p.School@det.nsw.edu.au,9661 6934,Randwick (C),Maroubra,Kingsford Smith,Mitchell St,Malabar,2036,-33.9658,151.2422,POINT (-33.9658317565918 151.24215698242188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6175,4305,11061,Weilmoringle Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,3,15,6874 4941,weilmoring-p.School@det.nsw.edu.au,6874 4896,Brewarrina (A),Barwon,Parkes,Burns Rd,Weilmoringle ,2839,-29.2388,146.9181,POINT (-29.238786697387695 146.9180908203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6174,4310,15108,Walters Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,29,4,557,9672 2333,waltersrd-p.School@det.nsw.edu.au,9831 6249,Blacktown (C),Blacktown,Chifley,158 Walters Rd,Blacktown ,2148,-33.7848,150.8922,POINT (-33.784759521484375 150.89215087890625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6173,4311,8550,Bardia Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,8,3,215,9605 2459,bardia-p.school@det.nsw.edu.au,9829 3967,Campbelltown (C),Macquarie Fields,Werriwa,Macdonald Rd,Bardia,2565,-33.9753,150.8579,POINT (-33.97528076171875 150.85792541503906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6172,4312,7811,Ringrose Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,3,371,9631 8637,ringrose-p.School@det.nsw.edu.au,9896 3240,Holroyd (C),Granville,McMahon,Ringrose Ave,Greystanes ,2145,-33.8202,150.9594,POINT (-33.82018280029297 150.9593963623047)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6171,4313,10836,Blaxland East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,20,6,393,4739 1579,blaxlande-p.School@det.nsw.edu.au,4739 8300,Blue Mountains (C),Blue Mountains,Macquarie,53-85 Old Bathurst Road,Blaxland East,2774,-33.7469,150.6236,POINT (-33.7469367980957 150.62362670898438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-6170,4314,8518,Harrington Street Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,58,12,977,9604 4002,haringtst-p.School@det.nsw.edu.au,9725 5309,Fairfield (C),Cabramatta,Fowler,Harrington Public School,Cabramatta West,2166,-33.8886,150.9087,POINT (-33.88859558105469 150.90872192382812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-616f,4316,8712,Mannering Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,6,242,4359 1184,mannringpk-p.School@det.nsw.edu.au,4359 1667,Wyong (A),Swansea,Shortland,Vales Rd,Mannering Park ,2259,-33.1508,151.5368,POINT (-33.150794982910156 151.5367889404297)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-616e,4318,9059,Hillsborough Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,5,289,4943 5695,hillsboro-p.school@det.nsw.edu.au,4942 2579,Lake Macquarie (C),Charlestown,Shortland,Waratah Ave,Charlestown ,2290,-32.96,151.68,POINT (-32.959964752197266 151.68002319335938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-616d,4319,8531,Sadleir Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,20,10,307,9607 8201,sadleir-p.School@det.nsw.edu.au,9608 4935,Liverpool (C),Liverpool,Werriwa,Insignia St,Sadleir ,2168,-33.9158,150.891,POINT (-33.91584396362305 150.89102172851562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-616c,4320,8708,Gwandalan Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,4,322,4976 1318,gwandalan-p.school@det.nsw.edu.au,4972 5189,Wyong (A),Swansea,Shortland,Kanangra Drive,Gwandalan ,2259,-33.1355,151.5824,POINT (-33.135467529296875 151.5824432373047)
